id	term	variants	translation	stem	forms	note	category	status
secondary_alchemy_ingredient	Secondary Alchemy Ingredient		додатковий алхімічний інгредієнт			додатковий алхімічний інгредієнт	Механіки	
strength	Strength	strengths|full-strength|[Strength]	сила			характеристика сили	Механіки	
vitality	Vitality		життєва сила			життєва сила персонажа	Механіки	
shapeshift	Shapeshift	[Shapeshift]	зміна форми			механіка зміни форми	Механіки	
food	Food	foods|Foodstuffs|[Food]	їжа			їжа як ігровий ресурс	Механіки	
web	Web	webs	павутина			павутина, що обплутує ціль	Механіки	
form	Form	forms|form's	форма			поточна форма персонажа	Механіки	
fear	Fear	[Fear]|Feared|[Fear/Holy Fire]	страх			ефект страху	Механіки	
primordial_roar	Primordial Roar		первісний рев			особлива здібність реву	Закляття	
elemental_spell_power	Elemental Spell Power		сила стихійних заклять			сила стихійних заклять	Механіки	
elemental_focus	Elemental Focus	[Elemental Focus]	стихійне зосередження			магічний ефект стихійного зосередження	Закляття	
teleport	Teleport	[Teleport]|[Teleports]	телепортація			механіка телепортації	Механіки	
whip	Whip	whip's	батіг			тип зброї	Предмети	
arcane_mark	Arcane Mark		магічна мітка			магічна мітка на цілі	Закляття	
inner_demon	Inner Demon		внутрішній демон			викликана демонічна істота	Істоти	
ht	HT		ТЕП			скорочення від «тепло котла автоматона»; в оригіналі HT	Механіки	
health_regeneration	Health Regeneration		відновлення здоров'я			відновлення здоров'я	Механіки	
mana_regeneration	Mana Regeneration		відновлення мани			відновлення мани	Механіки	
venom	Venom		отрута			отрута персонажа	Механіки	
follower	Follower	followers	послідовник			найняті послідовники	Механіки	
boiler	Boiler		котел			котел і механіка тепла автомата	Механіки	
heat	Heat		тепло			показник тепла	Механіки	
material	material	materials	матеріал			ресурси для ремонту	Механіки	
fuel	fuel	fuels	паливо			паливо для котла	Механіки	
metal_scrap	metal scrap	[Metal Scrap]	металевий брухт			металевий брухт для майстрування	Предмети	
magic_scrap	magic scrap	[Magic Scrap]	магічний брухт			магічний брухт для винаходів	Предмети	
gear	gear	gears	шестерня			механізми механічного персонажа	Механіки	
system	system	systems	система			системи механічного персонажа	Механіки	
inscription	inscription		вписування			процес вписування закляття	Механіки	
demeanor	demeanor		постава			показник ставлення або поведінки	Механіки	
flaming_arrow	flaming arrow		запальна стріла			запальна стріла	Предмети	
silver_arrow	silver arrow		срібна стріла			срібна стріла	Предмети	
hunting_arrow	hunting arrow		мисливська стріла			мисливська стріла	Предмети	
quiver	quiver	Quivers|[Quiver]	сагайдак			сагайдак для стріл	Предмети	
firing_spring	firing spring		бойова пружина			пружина механізму гіробота	Предмети	
tinkering_machine	tinkering machine	tinkering machines	майструвальна машина			машини, створені ремісничою механікою	Предмети	
goldsmith	goldsmith		ювелір			торговець або майстер-ювелір	Персонажі	
jewel	jewel	jewels	коштовність			коштовність	Предмети	
ranger_mode	Ranger-mode		режим слідопита			режим обмеження дозволеної зброї	Механіки	
ranger_achievement	Ranger Achievement		досягнення слідопита			досягнення режиму Ranger	Механіки	
bony_baron	Bony Baron		Кістлявий барон			назва досягнення	Механіки	
class	class	CLASSES	клас			ігровий клас	Механіки	
race	race	RACES	раса			ігрова раса	Механіки	
bucktooth_baron	Bucktooth Baron		Зубатий барон			назва досягнення	Механіки	
bombshell_baron	Bombshell Baron		Вибуховий барон			назва досягнення	Механіки	
bleating_baron	Bleating Baron		Мекливий барон			назва досягнення	Механіки	
boilerplate_baron	Boilerplate Baron		Бляшаний барон			назва досягнення	Механіки	
bad_boy_baron	Bad Boy Baron		Барон-поганець			назва досягнення	Механіки	
bayou_baron	Bayou Baron		Болотяний барон			назва досягнення	Механіки	
buggar_baron	Buggar Baron		Комашиний барон			назва досягнення	Механіки	
